BorrowerName,BorrowerAddress,BorrowerCity,BorrowerState,InitialApprovalAmount,LoanStatus,DateApproved,LoanNumber,NAICSCode,ServicingLenderName,OriginatingLender
"LEWIS LITTLE FOLKS, INC.",21000 Brookpark Rd.,Cleveland,OH,161245.0,Paid in Full,04/27/2020,3791197200,624410,Century Federal Credit Union,Century Federal Credit Union
CAPIZOLA PANCARI LAPHAM & FRALINGER P.A.,100 N. Main Road,VINELAND,NJ,161100.0,Paid in Full,04/04/2020,4830637003,541110,Century Savings Bank,Century Savings Bank
ALL CONSTRUCTION NEEDS INC.,13840 SW 30th St,Miami,FL,160855.22,Paid in Full,05/12/2021,9097618907,238910,U.S. Century Bank,U.S. Century Bank
ALLIANCE ELECTRIC OF MICHIGAN INC.,679 E Chicago Rd,Coldwater,MI,160647.5,Paid in Full,01/31/2021,9631708301,238210,Century Bank and Trust,Century Bank and Trust
ALLIANCE ELECTRIC OF MICHIGAN INC,679 E CHICAGO RD,COLDWATER,MI,160600.0,Paid in Full,04/27/2020,4342157209,238210,Century Bank and Trust,Century Bank and Trust
MIAMI NEW DRAMA INC.,1040 Lincoln Rd,Miami Beach,FL,160297.5,Paid in Full,05/12/2021,9776238902,711110,U.S. Century Bank,U.S. Century Bank
ONE YOUR FEET INC,328 S Guadalupe Street Suite I,SANTA FE,NM,160240.0,Paid in Full,04/29/2020,4393177302,448190,Century Bank,Century Bank
URBAN MANUFACTURING LLC,527 E Chestnut Ave,Vineland,NJ,160211.0,Paid in Full,03/12/2021,1176838600,339950,Century Savings Bank,Century Savings Bank
URBAN MANUFACTURING LLC,527 E CHESTNUT AVE,VINELAND,NJ,160200.0,Paid in Full,04/15/2020,9516187102,339950,Century Savings Bank,Century Savings Bank
"JEMISON WINDOW & DOOR, INC.",8011 Zeigler Blvd,MOBILE,AL,159857.0,Paid in Full,04/10/2020,2159347101,332321,Century Bank,Century Bank
SPEEDYITTECH LLC,13980 NW 58th Ct,Miami Lakes,FL,159762.45,Paid in Full,03/02/2021,5904158507,541519,U.S. Century Bank,U.S. Century Bank
FREEWHEEL INCORPORATED,1812 South   6TH ST,MINNEAPOLIS,MN,159600.0,Paid in Full,04/04/2020,4644487002,451110,21st Century Bank,21st Century Bank
"ST. PAUL DENTAL CENTER, LLC",30 E    7TH ST ST 101,SAINT PAUL,MN,159500.0,Paid in Full,04/08/2020,8753157005,621210,21st Century Bank,21st Century Bank
SIMON PARKES ART CONSERVATION INC,502 E 74th St,New York,NY,159449.68,Paid in Full,02/03/2021,2153438404,712110,First Century Bank National Association,First Century Bank National Association
"SIMON PARKES ART CONSERVATION, INC.",807 Dorsey Street,GAINESVILLE,GA,159449.67,Paid in Full,04/29/2020,2356057303,712110,First Century Bank National Association,First Century Bank National Association
PAYROLL PLUS INC,1900 Lammy Lane,MONROE,LA,159364.07,Paid in Full,04/14/2020,6279457102,541214,Century Next Bank,Century Next Bank
BRATT TREE COMPANY,2423 E  26TH ST,MINNEAPOLIS,MN,159300.0,Paid in Full,04/05/2020,5538937007,561730,21st Century Bank,21st Century Bank
SIGNPLEX LLC,4901 Edith Blvd NE,SANDIA PARK,NM,159210.0,Paid in Full,04/27/2020,5019727208,541490,Century Bank,Century Bank
"GIBSON HYDRAULICS, INC.",16209 N. FLORIDA AVE,LUTZ,FL,159166.0,Paid in Full,04/15/2020,8657477105,811310,Century Bank of Florida,Century Bank of Florida
LUAR ENTERPRISES INC.,18880 S. DIXIE HWY,CUTLER BAY,FL,159145.0,Paid in Full,04/11/2020,3332587102,722513,U.S. Century Bank,U.S. Century Bank
"TAG ROME INSURANCE AGENCY, INC.",1421 AIRLINE DR,BOSSIER CITY,LA,158824.0,Paid in Full,04/09/2020,9213557000,524113,Century Next Bank,Century Next Bank
"CHABAD-LUBAVITCH RUSSIAN CENTER OF SOUTH FLORIDA, INC.",403 Poinciana Drive,SUNNY ISLES BEACH,FL,158696.47,Paid in Full,04/15/2020,1600227206,813110,U.S. Century Bank,U.S. Century Bank
DINNER FOR TWO LLC,10 Double Arrow Rd,Santa Fe,NM,158200.0,Paid in Full,02/12/2021,7528408406,722511,Century Bank,Century Bank
"KIDS LEARNING CENTER OF SOUTH DADE III, INC.",10825 SW 184TH ST,CUTLER BAY,FL,158117.0,Paid in Full,04/11/2020,3474207110,624410,U.S. Century Bank,U.S. Century Bank
"MCNAB BBQ DELAND, INC",1500 N Woodland Blvd,DELAND,FL,158117.0,Paid in Full,04/15/2020,9600357108,722511,Century Bank,Century Bank
SMITH BROTHERS DECORATING CO,17362 HWY 65,ANDOVER,MN,158000.0,Paid in Full,04/27/2020,6291317207,442291,21st Century Bank,21st Century Bank
"MITCHELL SENIOR SERVICES, LLC",7575 GOLDEN VALLEY RD #378,MINNEAPOLIS,MN,158000.0,Paid in Full,04/28/2020,7288627210,624120,21st Century Bank,21st Century Bank
"OTSEGO DENTAL, P.A.",9075 QUADAY AVE NE Ste 101,Otsego,MN,157700.0,Paid in Full,04/09/2020,9897297005,621210,21st Century Bank,21st Century Bank
LAURENCE AND ASSOCIATES,918 Government St,Mobile,AL,157437.5,Paid in Full,01/29/2021,8140078303,541211,Century Bank,Century Bank
ELMOSQUITO LLC,3462 ZAFARANO DR,SANTA FE,NM,156632.5,Paid in Full,04/11/2020,3018237104,722511,Century Bank,Century Bank
"D'AMATO, INC.",3009 COUNTRY LN,VINELAND,NJ,156500.0,Paid in Full,04/04/2020,4958577008,238220,Century Savings Bank,Century Savings Bank
SLEEP MEDICINE SPECIALISTS OF SOUTH FLORIDA PA,"351 NW 42 Avenue, Suite 308",MIAMI,FL,156427.0,Paid in Full,04/12/2020,4037077104,621111,U.S. Century Bank,U.S. Century Bank
EVEREST EMERGENCY VEHICLES INC.,8 S Owasso Blvd W,Little Canada,MN,156200.0,Paid in Full,01/22/2021,3513818301,441228,21st Century Bank,21st Century Bank
"CUSTOM CRAFT, INC.",7295 NW 64 Street,MIAMI,FL,156183.35,Paid in Full,04/15/2020,9955177101,238330,U.S. Century Bank,U.S. Century Bank
"WOODS & THOMPSON, P. A.",941 Hillwind Rd NE Ste 200,Minneapolis,MN,156100.0,Paid in Full,01/16/2021,1303538303,541110,21st Century Bank,21st Century Bank
"FACETS, INC.",551 FIFTH AVE SUITE 1416,NEW YORK,NY,156077.0,Paid in Full,04/30/2020,4773867310,541512,U.S. Century Bank,U.S. Century Bank
LAKE AREA VETERINARY GROUP PLLC,25232 US HIGHWAY 12,STURGIS,MI,156000.0,Paid in Full,04/08/2020,8425107002,541940,Century Bank and Trust,Century Bank and Trust
ESSENTIAL UTILITIES INC,19 Wolf Road,SANTA FE,NM,155985.47,Paid in Full,04/28/2020,1426037310,236210,Century Bank,Century Bank
MARISCO'S LA PLAYA INC,CORDOVA RD,SANTA FE,NM,155919.0,Paid in Full,04/11/2020,3222087104,722511,Century Bank,Century Bank
"EVEREST EMERGENCY VEHICLES, INC.",8 S OWASSO BLVD W,SAINT PAUL,MN,155900.0,Paid in Full,04/06/2020,6374657003,441228,21st Century Bank,21st Century Bank
"BREIWICK COMPANIES, INC.",11542 TILTON TRL SO,ROGERS,MN,155800.0,Paid in Full,04/07/2020,6576017008,561730,21st Century Bank,21st Century Bank
"ORIENTE, LLC",6015 GARFIELD ST,HOLLYWOOD,FL,155702.0,Paid in Full,04/11/2020,3658117101,999990,U.S. Century Bank,U.S. Century Bank
RUNNING WILD WHOLESALE LLC,3172 Highway 167,Dubach,LA,155630.04,Paid in Full,02/17/2021,9733808406,423940,Century Next Bank,Century Next Bank
"MERIGHI'S SAVOY INN, INC.",4940 LANDIS AVE,VINELAND,NJ,155600.0,Paid in Full,04/04/2020,4868477009,722511,Century Savings Bank,Century Savings Bank
AVENTURA AUTO TAG AGENCY INC,1834 NE MIAMI GARDENS DR,north miami beach,FL,155587.05,Paid in Full,04/13/2020,5196557108,524210,U.S. Century Bank,U.S. Century Bank
SEASONS GARDENS MANAGEMENT LLC,17250 SW 137th Ave,Miami,FL,155563.02,Paid in Full,03/13/2021,1751978604,623312,U.S. Century Bank,U.S. Century Bank
KLS PHYSICS GROUP LLC,124 KILGORE RD,RUSTON,LA,155354.95,Paid in Full,04/09/2020,9392507001,621112,Century Next Bank,Century Next Bank
RAD ARCHITECTURE INC.,117 NW 42nd Ave Ste CU2,Miami,FL,154954.5,Paid in Full,03/24/2021,7937518601,541310,U.S. Century Bank,U.S. Century Bank
THE WHEELWRIGHT MUSEUM OF THE AMERICAN INDIAN,704 Camino Lejo,Santa Fe,NM,154877.0,Paid in Full,01/26/2021,6312758304,712110,Century Bank,Century Bank
THE WHEELWRIGHT MUSEUM OF THE AMERICAN INDIAN,704 CAMINO LEJO,SANTA FE,NM,154847.5,Paid in Full,04/13/2020,5445267106,712110,Century Bank,Century Bank
"US BULLNOSING, INC.",216 NE 33rd St,Oakland Park,FL,154647.0,Paid in Full,01/28/2021,7519988305,327110,U.S. Century Bank,U.S. Century Bank
LIL EXPLORERS BUFFALO,705 Highway 55 E,Buffalo,MN,154100.0,Paid in Full,01/17/2021,1410478304,624410,21st Century Bank,21st Century Bank
RWS & ASSOC. LLC,305 W Chicago Rd,Coldwater,MI,153900.0,Paid in Full,01/17/2021,1465698308,238990,Century Bank and Trust,Century Bank and Trust
PAUL A. GARCIA P.A.,135 San Lorenzo Ave Ste 660,Coral Gables,FL,153623.08,Paid in Full,03/18/2021,4711008605,541211,U.S. Century Bank,U.S. Century Bank
DRIVE DEVELOPMENT LLC,1172 S DIXIE HWY SUITE 396,CORAL GABLES,FL,153622.0,Paid in Full,04/28/2020,1736377302,236115,U.S. Century Bank,U.S. Century Bank
"ALIVE ELECTRIC, INC.",7504 Avenger Way Suite G,SANTA FE,NM,153612.0,Paid in Full,04/29/2020,2199257310,238210,Century Bank,Century Bank
AVILEON HOLDINGS INC,2273 County Road C W,Saint Paul,MN,153200.0,Paid in Full,02/04/2021,2860448406,423440,21st Century Bank,21st Century Bank
BLOK BUILDERS,4890 SW 74th Ct,Miami,FL,152708.55,Paid in Full,01/31/2021,9556398303,236115,U.S. Century Bank,U.S. Century Bank
OTSEGO DENTAL P.A.,9075 Quaday Ave NE,Elk River,MN,152500.0,Paid in Full,02/06/2021,4400178406,621210,21st Century Bank,21st Century Bank
MAVERICK WOOD PRODUCTS LLC,407 LAKE ST,WAYZATA,MN,152000.0,Paid in Full,04/07/2020,7551377009,321912,21st Century Bank,21st Century Bank
NEW EXTERIORS BY SMA INC.,19340 LINDEN DR,MAPLE GROVE,MN,151600.0,Paid in Full,04/06/2020,6009257003,236118,21st Century Bank,21st Century Bank
BIRD ROAD BODY SHOP CORP.,10895 40TH ST,MIAMI,FL,150785.0,Paid in Full,04/30/2020,6452607300,811121,U.S. Century Bank,U.S. Century Bank
SWIFT & SKIDMORE GRAIN RECLAIMING LLC,544 Lindley Rd,Bronson,MI,150690.0,Paid in Full,01/29/2021,8317828310,484220,Century Bank and Trust,Century Bank and Trust
"SWIFT & SKIDMORE GRAIN RECLAIMING, LLC",544 LINDLEY RD,BRONSON,MI,150600.0,Paid in Full,04/10/2020,1719567102,484220,Century Bank and Trust,Century Bank and Trust
QUALITY EQUIPMENT CORPORATION,9400 NW 12th St,Doral,FL,150557.5,Paid in Full,03/08/2021,8062318503,423730,U.S. Century Bank,U.S. Century Bank
ESSENTIAL UTILITIES INC.,19 Wolf Rd,Santa Fe,NM,150115.0,Paid in Full,02/24/2021,3905548509,237130,Century Bank,Century Bank
"GRESSMAN, REPICE & ASSOCIATES, P.C.",737 Landis Avenue,VINELAND,NJ,150100.0,Paid in Full,04/04/2020,4989657000,541211,Century Savings Bank,Century Savings Bank
"NES ADH HOLDINGS, LLC",807 Dorsey Street,GAINESVILLE,GA,150024.43,Paid in Full,04/15/2020,2109687209,621610,First Century Bank National Association,First Century Bank National Association
"US BULLNOSING, INC.",216 NE 33RD ST,OAKLAND PARK,FL,150000.0,Paid in Full,04/14/2020,6522887103,444190,U.S. Century Bank,U.S. Century Bank
COREY J BRENNER DDS PLLC,8900 WALNUT ST Box 236,ROCKFORD,MN,150000.0,Paid in Full,04/04/2020,4947077005,621210,21st Century Bank,21st Century Bank
ADULT & PEDIATRIC DENTAL CARE P.C.,50 Grand St,Coldwater,MI,150000.0,Paid in Full,01/16/2021,1026588308,621210,Century Bank and Trust,Century Bank and Trust
CHABAD OF PACIFIC PALISADES INC.,17315 W Sunset Blvd,Pacific Palisades,CA,150000.0,Paid in Full,01/30/2021,8896748303,813110,U.S. Century Bank,U.S. Century Bank
AMERICAN LAW GROUP P.A.,407 N Howard Ave Ste 100,Tampa,FL,150000.0,Paid in Full,04/11/2021,2024188808,541110,Century Bank of Florida,Century Bank of Florida
QUALITY EQUIPMENT CORP.,9400 12TH ST,DORAL,FL,150000.0,Paid in Full,04/27/2020,5835187210,423730,U.S. Century Bank,U.S. Century Bank
COREY J BRENNER DDS PLLC,8900 Walnut St # 236,Rockford,MN,150000.0,Paid in Full,02/24/2021,3685668507,621210,21st Century Bank,21st Century Bank
JUST FOR GRINS INC PROFESSIONAL CORPORATION,490B W Zia Rd Ste 5,Santa Fe,NM,150000.0,Paid in Full,01/22/2021,3981318305,621210,Century Bank,Century Bank
"CHABAD OF PACIFIC PALISADES, INC.",17315 W SUNSET BLVD,PACIFIC PALISADES,CA,150000.0,Paid in Full,05/29/2020,4948747802,813110,U.S. Century Bank,U.S. Century Bank
